date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:18:58	892/892	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:24%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-cyrillic-ext.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-cyrillic-ext.woff2	(from https://www.classcentral.com/)
18:18:58	892/892	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:24%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-greek-ext.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-greek-ext.woff2	(from https://www.classcentral.com/)
18:18:59	988/988	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:24%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-greek.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-greek.woff2	(from https://www.classcentral.com/)
18:18:59	4464/4464	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-vietnamese.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-vietnamese.woff2	(from https://www.classcentral.com/)
18:18:59	10164/10164	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:24%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-latin-ext.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-latin-ext.woff2	(from https://www.classcentral.com/)
18:18:59	12656/12656	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2002%20Mar%202023%2017:52:18%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-latin.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-italic-latin.woff2	(from https://www.classcentral.com/)
18:18:59	5360/5360	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:24%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-cyrillic-ext.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-cyrillic-ext.woff2	(from https://www.classcentral.com/)
18:19:00	7748/7748	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2002%20Mar%202023%2017:52:18%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-cyrillic.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-cyrillic.woff2	(from https://www.classcentral.com/)
18:19:00	6348/6348	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-greek-ext.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-greek-ext.woff2	(from https://www.classcentral.com/)
18:19:00	6840/6840	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-greek.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-greek.woff2	(from https://www.classcentral.com/)
18:19:00	4672/4672	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-vietnamese.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-vietnamese.woff2	(from https://www.classcentral.com/)
18:19:01	12352/12352	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2002%20Mar%202023%2017:52:18%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin-ext.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
18:19:01	13324/13324	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2002%20Mar%202023%2018:00:47%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
18:19:01	5268/5268	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
18:19:02	7584/7584	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2002%20Mar%202023%2018:00:47%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
18:19:02	6320/6320	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek-ext.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
18:19:02	6644/6644	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
18:19:03	4568/4568	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
18:19:03	12160/12160	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
18:19:03	13108/13108	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2002%20Mar%202023%2018:00:47%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
18:19:03	5224/5224	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
18:19:04	7484/7484	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
18:19:04	6244/6244	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek-ext.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
18:19:04	6696/6696	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
18:19:04	4572/4572	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:31:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-vietnamese.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
18:19:05	12168/12168	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2028%20Feb%202023%2012:41:27%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin-ext.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
18:19:05	12976/12976	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2002%20Mar%202023%2018:00:47%20GMT	https://www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin.woff2	C:/My%20Web%20Sites/clone/www.classcentral.com/fonts/source-sans-pro-unhinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
18:19:05	990/990	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2017:52:19%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/My%20Web%20Sites/clone/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
18:19:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2012:49:08%20GMT	http://www.w3.org/2000/svg	C:/My%20Web%20Sites/clone/www.w3.org/2000/svg.2b.delayed	(from https://www.classcentral.com/)
18:19:06	1503/1503	---M-Z	200	added ('OK')	text/html	etag:%225df-52e5b399c4ec0;5288c149e3b80	https://www.w3.org/2000/svg	C:/My%20Web%20Sites/clone/www.w3.org/2000/svg.html	(from https://www.classcentral.com/)
18:19:07	50234/50234	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/clone/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
18:19:07	247696/247696	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2003%20Mar%202023%2012:49:09%20GMT	https://www.googletagmanager.com/gtag/js?id=G-C254RZPQ1X	C:/My%20Web%20Sites/clone/www.googletagmanager.com/gtag/jsc6b4	(from https://www.classcentral.com/)
18:19:09	600983/600983	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:10%20GMT	https://www.classcentral.com/rankings	C:/My%20Web%20Sites/clone/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
18:19:10	593790/593790	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:11%20GMT	https://www.classcentral.com/collections	C:/My%20Web%20Sites/clone/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
18:19:11	576376/576376	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:12%20GMT	https://www.classcentral.com/subjects	C:/My%20Web%20Sites/clone/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
18:19:13	898171/898171	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:14%20GMT	https://www.classcentral.com/subject/cs	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
18:19:13	7592/7592	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:15%20GMT	https://www.classcentral.com/subject/maths	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/maths	(from https://www.classcentral.com/)
18:19:13	7797/7797	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:15%20GMT	https://www.classcentral.com/subject/business	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/business.35.delayed	(from https://www.classcentral.com/)
18:19:14	848831/848831	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:15%20GMT	https://www.classcentral.com/subject/health	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
18:19:14	7828/7828	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:16%20GMT	https://www.classcentral.com/subject/humanities	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/humanities.36.delayed	(from https://www.classcentral.com/)
18:19:14	7618/7618	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:16%20GMT	https://www.classcentral.com/subject/engineering	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/engineering	(from https://www.classcentral.com/)
18:19:15	7815/7815	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:17%20GMT	https://www.classcentral.com/subject/science	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/science.38.delayed	(from https://www.classcentral.com/)
18:19:15	7846/7846	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:17%20GMT	https://www.classcentral.com/subject/education	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/education.39.delayed	(from https://www.classcentral.com/)
18:19:15	7872/7872	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:18%20GMT	https://www.classcentral.com/subject/social-sciences	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/social-sciences.3a.delayed	(from https://www.classcentral.com/)
18:19:16	7844/7844	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:18%20GMT	https://www.classcentral.com/subject/art-and-design	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/art-and-design.3b.delayed	(from https://www.classcentral.com/)
18:19:16	7859/7859	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:18%20GMT	https://www.classcentral.com/subject/data-science	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/data-science.3c.delayed	(from https://www.classcentral.com/)
18:19:17	8027/8027	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:19%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/programming-and-software-development.3d.delayed	(from https://www.classcentral.com/)
18:19:17	7913/7913	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2003%20Mar%202023%2012:49:19%20GMT	https://www.classcentral.com/subject/personal-development	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/personal-development.3e.delayed	(from https://www.classcentral.com/)
18:19:20	791499/791499	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:21%20GMT	https://www.classcentral.com/subject/infosec	C:/My%20Web%20Sites/clone/www.classcentral.com/subject/infosec.html	(from https://www.classcentral.com/)
18:19:22	3029427/3029427	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:23%20GMT	https://www.classcentral.com/universities	C:/My%20Web%20Sites/clone/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
18:19:22	170640/170640	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2010:21:14%20GMT	https://www.classcentral.com/report/	C:/My%20Web%20Sites/clone/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
18:19:23	839023/839023	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:25%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/My%20Web%20Sites/clone/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
18:19:24	4282/4282	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2009:46:28%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/My%20Web%20Sites/clone/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
18:19:25	33057/33057	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2006:02:24%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/My%20Web%20Sites/clone/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
18:19:26	4168/4168	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2014:19:28%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/My%20Web%20Sites/clone/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
18:19:26	198673/198673	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:20:51%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/My%20Web%20Sites/clone/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
18:19:26	35437/35437	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2013:28:01%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/My%20Web%20Sites/clone/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
18:19:27	145439/145439	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:21:09%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/My%20Web%20Sites/clone/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
18:19:27	153563/153563	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:21:10%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/My%20Web%20Sites/clone/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
18:19:27	178706/178706	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:21:12%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/My%20Web%20Sites/clone/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
18:19:28	6215/6215	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Mar%202023%2018:31:08%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/My%20Web%20Sites/clone/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
18:19:28	822055/822055	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2012:49:29%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/My%20Web%20Sites/clone/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
18:19:29	176844/176844	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:21:11%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/My%20Web%20Sites/clone/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
18:19:30	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Mar%202023%2012:23:36%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/My%20Web%20Sites/clone/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
18:19:30	5751/5751	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2023:47:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/My%20Web%20Sites/clone/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
18:19:31	512889/512889	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:21:14%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	C:/My%20Web%20Sites/clone/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
18:19:31	6083/6083	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Aug%202022%2015:46:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/My%20Web%20Sites/clone/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
